uf,municipio,evento,data_referencia,vitima
PR,FIGUEIRA,Feminicídio,1/3/2025,0
PR,FIGUEIRA,Feminicídio,1/4/2025,0
PR,FIGUEIRA,Feminicídio,1/5/2025,0
PR,FIGUEIRA,Feminicídio,1/6/2025,0
PR,FIGUEIRA,Feminicídio,1/7/2025,0
PR,FIGUEIRA,Feminicídio,1/8/2025,0
PR,FIGUEIRA,Feminicídio,1/9/2025,0
PR,FIGUEIRA,Feminicídio,1/10/2025,0
PR,FIGUEIRA,Feminicídio,1/11/2025,0
PR,FIGUEIRA,Feminicídio,1/12/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/1/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/2/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/3/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/4/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/5/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/6/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/7/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/8/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/9/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/10/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/11/2025,0
PR,FIGUEIRA,Tentativa de feminicídio,1/12/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/1/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/2/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/3/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/4/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/5/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/6/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/7/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/8/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/9/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/10/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/11/2025,0
PR,FLOR DA SERRA DO SUL,Feminicídio,1/12/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/1/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/2/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/3/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/4/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/5/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/6/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/7/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/8/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/9/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/10/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/11/2025,0
PR,FLOR DA SERRA DO SUL,Tentativa de feminicídio,1/12/2025,0
PR,FLORAÍ,Feminicídio,1/1/2025,0
PR,FLORAÍ,Feminicídio,1/2/2025,0
PR,FLORAÍ,Feminicídio,1/3/2025,0
PR,FLORAÍ,Feminicídio,1/4/2025,0
PR,FLORAÍ,Feminicídio,1/5/2025,0
PR,FLORAÍ,Feminicídio,1/6/2025,0
PR,FLORAÍ,Feminicídio,1/7/2025,0
PR,FLORAÍ,Feminicídio,1/8/2025,0
PR,FLORAÍ,Feminicídio,1/9/2025,0
PR,FLORAÍ,Feminicídio,1/10/2025,0
PR,FLORAÍ,Feminicídio,1/11/2025,0
PR,FLORAÍ,Feminicídio,1/12/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/1/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/2/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/3/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/4/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/5/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/6/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/7/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/8/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/9/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/10/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/11/2025,0
PR,FLORAÍ,Tentativa de feminicídio,1/12/2025,0
PR,FLORESTA,Feminicídio,1/1/2025,0
PR,FLORESTA,Feminicídio,1/2/2025,0
PR,FLORESTA,Feminicídio,1/3/2025,0
PR,FLORESTA,Feminicídio,1/4/2025,0
PR,FLORESTA,Feminicídio,1/5/2025,0
PR,FLORESTA,Feminicídio,1/6/2025,0
PR,FLORESTA,Feminicídio,1/7/2025,0
PR,FLORESTA,Feminicídio,1/8/2025,0
PR,FLORESTA,Feminicídio,1/9/2025,0
PR,FLORESTA,Feminicídio,1/10/2025,0
PR,FLORESTA,Feminicídio,1/11/2025,0
PR,FLORESTA,Feminicídio,1/12/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/1/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/2/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/3/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/4/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/5/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/6/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/7/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/8/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/9/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/10/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/11/2025,0
PR,FLORESTA,Tentativa de feminicídio,1/12/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/1/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/2/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/3/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/4/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/5/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/6/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/7/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/8/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/9/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/10/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/11/2025,0
PR,FLORESTÓPOLIS,Feminicídio,1/12/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/1/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/2/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/3/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/4/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/5/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/6/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/7/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/8/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/9/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/10/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/11/2025,0
PR,FLORESTÓPOLIS,Tentativa de feminicídio,1/12/2025,0
PR,FLÓRIDA,Feminicídio,1/1/2025,0
PR,FLÓRIDA,Feminicídio,1/2/2025,0
PR,FLÓRIDA,Feminicídio,1/3/2025,0
PR,FLÓRIDA,Feminicídio,1/4/2025,0
PR,FLÓRIDA,Feminicídio,1/5/2025,0
PR,FLÓRIDA,Feminicídio,1/6/2025,0
PR,FLÓRIDA,Feminicídio,1/7/2025,0
PR,FLÓRIDA,Feminicídio,1/8/2025,0
PR,FLÓRIDA,Feminicídio,1/9/2025,0
PR,FLÓRIDA,Feminicídio,1/10/2025,0
PR,FLÓRIDA,Feminicídio,1/11/2025,0
PR,FLÓRIDA,Feminicídio,1/12/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/1/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/2/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/3/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/4/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/5/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/6/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/7/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/8/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/9/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/10/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/11/2025,0
PR,FLÓRIDA,Tentativa de feminicídio,1/12/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/1/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/2/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/3/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/4/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/5/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/6/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/7/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/8/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/9/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/10/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/11/2025,0
PR,FORMOSA DO OESTE,Feminicídio,1/12/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/1/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/2/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/3/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/4/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/5/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/6/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/7/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/8/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/9/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/10/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/11/2025,0
PR,FORMOSA DO OESTE,Tentativa de feminicídio,1/12/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/1/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/2/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/3/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/4/2025,2
PR,FOZ DO IGUAÇU,Feminicídio,1/5/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/6/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/7/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/8/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/9/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/10/2025,1
PR,FOZ DO IGUAÇU,Feminicídio,1/11/2025,0
PR,FOZ DO IGUAÇU,Feminicídio,1/12/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/1/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/2/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/3/2025,1
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/4/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/5/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/6/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/7/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/8/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/9/2025,1
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/10/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/11/2025,0
PR,FOZ DO IGUAÇU,Tentativa de feminicídio,1/12/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/1/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/2/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/3/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/4/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/5/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/6/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/7/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/8/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/9/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/10/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/11/2025,0
PR,FOZ DO JORDÃO,Feminicídio,1/12/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/1/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/2/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/3/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/4/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/5/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/6/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/7/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/8/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/9/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/10/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/11/2025,0
PR,FOZ DO JORDÃO,Tentativa de feminicídio,1/12/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/1/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/2/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/3/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/4/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/5/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/6/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/7/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/8/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/9/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/10/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/11/2025,0
PR,FRANCISCO ALVES,Feminicídio,1/12/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/1/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/2/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/3/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/4/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/5/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/6/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/7/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/8/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/9/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/10/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/11/2025,0
PR,FRANCISCO ALVES,Tentativa de feminicídio,1/12/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/1/2025,1
PR,FRANCISCO BELTRÃO,Feminicídio,1/2/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/3/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/4/2025,1
PR,FRANCISCO BELTRÃO,Feminicídio,1/5/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/6/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/7/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/8/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/9/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/10/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/11/2025,0
PR,FRANCISCO BELTRÃO,Feminicídio,1/12/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/1/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/2/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/3/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/4/2025,1
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/5/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/6/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/7/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/8/2025,1
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/9/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/10/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/11/2025,0
PR,FRANCISCO BELTRÃO,Tentativa de feminicídio,1/12/2025,0
PR,FÊNIX,Feminicídio,1/1/2025,0
PR,FÊNIX,Feminicídio,1/2/2025,0
PR,FÊNIX,Feminicídio,1/3/2025,0
PR,FÊNIX,Feminicídio,1/4/2025,0
PR,FÊNIX,Feminicídio,1/5/2025,0
PR,FÊNIX,Feminicídio,1/6/2025,0
PR,FÊNIX,Feminicídio,1/7/2025,0
PR,FÊNIX,Feminicídio,1/8/2025,0
PR,FÊNIX,Feminicídio,1/9/2025,0
PR,FÊNIX,Feminicídio,1/10/2025,0
PR,FÊNIX,Feminicídio,1/11/2025,0
PR,FÊNIX,Feminicídio,1/12/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/1/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/2/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/3/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/4/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/5/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/6/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/7/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/8/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/9/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/10/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/11/2025,0
PR,FÊNIX,Tentativa de feminicídio,1/12/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/1/2025,1
PR,GENERAL CARNEIRO,Feminicídio,1/2/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/3/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/4/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/5/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/6/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/7/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/8/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/9/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/10/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/11/2025,0
PR,GENERAL CARNEIRO,Feminicídio,1/12/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/1/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/2/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/3/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/4/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/5/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/6/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/7/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/8/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/9/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/10/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/11/2025,0
PR,GENERAL CARNEIRO,Tentativa de feminicídio,1/12/2025,0
PR,GODOY MOREIRA,Feminicídio,1/1/2025,0
PR,GODOY MOREIRA,Feminicídio,1/2/2025,0
PR,GODOY MOREIRA,Feminicídio,1/3/2025,0
PR,GODOY MOREIRA,Feminicídio,1/4/2025,0
PR,GODOY MOREIRA,Feminicídio,1/5/2025,0
PR,GODOY MOREIRA,Feminicídio,1/6/2025,0
PR,GODOY MOREIRA,Feminicídio,1/7/2025,0
PR,GODOY MOREIRA,Feminicídio,1/8/2025,0
PR,GODOY MOREIRA,Feminicídio,1/9/2025,0
PR,GODOY MOREIRA,Feminicídio,1/10/2025,0
PR,GODOY MOREIRA,Feminicídio,1/11/2025,0
PR,GODOY MOREIRA,Feminicídio,1/12/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/1/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/2/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/3/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/4/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/5/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/6/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/7/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/8/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/9/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/10/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/11/2025,0
PR,GODOY MOREIRA,Tentativa de feminicídio,1/12/2025,0
PR,GOIOERÊ,Feminicídio,1/1/2025,0
PR,GOIOERÊ,Feminicídio,1/2/2025,0
PR,GOIOERÊ,Feminicídio,1/3/2025,0
PR,GOIOERÊ,Feminicídio,1/4/2025,0
PR,GOIOERÊ,Feminicídio,1/5/2025,0
PR,GOIOERÊ,Feminicídio,1/6/2025,0
PR,GOIOERÊ,Feminicídio,1/7/2025,0
PR,GOIOERÊ,Feminicídio,1/8/2025,0
PR,GOIOERÊ,Feminicídio,1/9/2025,0
PR,GOIOERÊ,Feminicídio,1/10/2025,0
PR,GOIOERÊ,Feminicídio,1/11/2025,0
PR,GOIOERÊ,Feminicídio,1/12/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/1/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/2/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/3/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/4/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/5/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/6/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/7/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/8/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/9/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/10/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/11/2025,0
PR,GOIOERÊ,Tentativa de feminicídio,1/12/2025,0
PR,GOIOXIM,Feminicídio,1/1/2025,0
PR,GOIOXIM,Feminicídio,1/2/2025,0
PR,GOIOXIM,Feminicídio,1/3/2025,0
PR,GOIOXIM,Feminicídio,1/4/2025,0
PR,GOIOXIM,Feminicídio,1/5/2025,0
PR,GOIOXIM,Feminicídio,1/6/2025,0
PR,GOIOXIM,Feminicídio,1/7/2025,0
PR,GOIOXIM,Feminicídio,1/8/2025,0
PR,GOIOXIM,Feminicídio,1/9/2025,0
PR,GOIOXIM,Feminicídio,1/10/2025,0
PR,GOIOXIM,Feminicídio,1/11/2025,0
PR,GOIOXIM,Feminicídio,1/12/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/1/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/2/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/3/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/4/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/5/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/6/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/7/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/8/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/9/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/10/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/11/2025,0
PR,GOIOXIM,Tentativa de feminicídio,1/12/2025,0
PR,GRANDES RIOS,Feminicídio,1/1/2025,0
PR,GRANDES RIOS,Feminicídio,1/2/2025,0
PR,GRANDES RIOS,Feminicídio,1/3/2025,0
PR,GRANDES RIOS,Feminicídio,1/4/2025,0
PR,GRANDES RIOS,Feminicídio,1/5/2025,0
PR,GRANDES RIOS,Feminicídio,1/6/2025,0
PR,GRANDES RIOS,Feminicídio,1/7/2025,0
PR,GRANDES RIOS,Feminicídio,1/8/2025,0
PR,GRANDES RIOS,Feminicídio,1/9/2025,0
PR,GRANDES RIOS,Feminicídio,1/10/2025,0
PR,GRANDES RIOS,Feminicídio,1/11/2025,0
PR,GRANDES RIOS,Feminicídio,1/12/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/1/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/2/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/3/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/4/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/5/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/6/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/7/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/8/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/9/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/10/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/11/2025,0
PR,GRANDES RIOS,Tentativa de feminicídio,1/12/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/1/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/2/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/3/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/4/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/5/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/6/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/7/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/8/2025,1
PR,GUAIRAÇÁ,Feminicídio,1/9/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/10/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/11/2025,0
PR,GUAIRAÇÁ,Feminicídio,1/12/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/1/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/2/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/3/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/4/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/5/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/6/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/7/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/8/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/9/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/10/2025,0
PR,GUAIRAÇÁ,Tentativa de feminicídio,1/11/2025,0
