uf,municipio,evento,data_referencia,vitima
PR,JURANDA,Feminicídio,1/12/2025,0
PR,JURANDA,Tentativa de feminicídio,1/1/2025,0
PR,JURANDA,Tentativa de feminicídio,1/2/2025,0
PR,JURANDA,Tentativa de feminicídio,1/3/2025,0
PR,JURANDA,Tentativa de feminicídio,1/4/2025,0
PR,JURANDA,Tentativa de feminicídio,1/5/2025,0
PR,JURANDA,Tentativa de feminicídio,1/6/2025,0
PR,JURANDA,Tentativa de feminicídio,1/7/2025,0
PR,JURANDA,Tentativa de feminicídio,1/8/2025,0
PR,JURANDA,Tentativa de feminicídio,1/9/2025,0
PR,JURANDA,Tentativa de feminicídio,1/10/2025,0
PR,JURANDA,Tentativa de feminicídio,1/11/2025,0
PR,JURANDA,Tentativa de feminicídio,1/12/2025,0
PR,JUSSARA,Feminicídio,1/1/2025,0
PR,JUSSARA,Feminicídio,1/2/2025,0
PR,JUSSARA,Feminicídio,1/3/2025,0
PR,JUSSARA,Feminicídio,1/4/2025,0
PR,JUSSARA,Feminicídio,1/5/2025,0
PR,JUSSARA,Feminicídio,1/6/2025,0
PR,JUSSARA,Feminicídio,1/7/2025,0
PR,JUSSARA,Feminicídio,1/8/2025,0
PR,JUSSARA,Feminicídio,1/9/2025,0
PR,JUSSARA,Feminicídio,1/10/2025,0
PR,JUSSARA,Feminicídio,1/11/2025,0
PR,JUSSARA,Feminicídio,1/12/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/1/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/2/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/3/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/4/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/5/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/6/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/7/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/8/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/9/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/10/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/11/2025,0
PR,JUSSARA,Tentativa de feminicídio,1/12/2025,0
PR,KALORÉ,Feminicídio,1/1/2025,0
PR,KALORÉ,Feminicídio,1/2/2025,0
PR,KALORÉ,Feminicídio,1/3/2025,0
PR,KALORÉ,Feminicídio,1/4/2025,0
PR,KALORÉ,Feminicídio,1/5/2025,0
PR,KALORÉ,Feminicídio,1/6/2025,0
PR,KALORÉ,Feminicídio,1/7/2025,0
PR,KALORÉ,Feminicídio,1/8/2025,0
PR,KALORÉ,Feminicídio,1/9/2025,0
PR,KALORÉ,Feminicídio,1/10/2025,0
PR,KALORÉ,Feminicídio,1/11/2025,0
PR,KALORÉ,Feminicídio,1/12/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/1/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/2/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/3/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/4/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/5/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/6/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/7/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/8/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/9/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/10/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/11/2025,0
PR,KALORÉ,Tentativa de feminicídio,1/12/2025,0
PR,LAPA,Feminicídio,1/1/2025,0
PR,LAPA,Feminicídio,1/2/2025,0
PR,LAPA,Feminicídio,1/3/2025,0
PR,LAPA,Feminicídio,1/4/2025,0
PR,LAPA,Feminicídio,1/5/2025,0
PR,LAPA,Feminicídio,1/6/2025,0
PR,LAPA,Feminicídio,1/7/2025,0
PR,LAPA,Feminicídio,1/8/2025,0
PR,LAPA,Feminicídio,1/9/2025,0
PR,LAPA,Feminicídio,1/10/2025,0
PR,LAPA,Feminicídio,1/11/2025,0
PR,LAPA,Feminicídio,1/12/2025,0
PR,LAPA,Tentativa de feminicídio,1/1/2025,0
PR,LAPA,Tentativa de feminicídio,1/2/2025,0
PR,LAPA,Tentativa de feminicídio,1/3/2025,0
PR,LAPA,Tentativa de feminicídio,1/4/2025,0
PR,LAPA,Tentativa de feminicídio,1/5/2025,0
PR,LAPA,Tentativa de feminicídio,1/6/2025,0
PR,LAPA,Tentativa de feminicídio,1/7/2025,0
PR,LAPA,Tentativa de feminicídio,1/8/2025,0
PR,LAPA,Tentativa de feminicídio,1/9/2025,0
PR,LAPA,Tentativa de feminicídio,1/10/2025,0
PR,LAPA,Tentativa de feminicídio,1/11/2025,0
PR,LAPA,Tentativa de feminicídio,1/12/2025,0
PR,LARANJAL,Feminicídio,1/1/2025,0
PR,LARANJAL,Feminicídio,1/2/2025,0
PR,LARANJAL,Feminicídio,1/3/2025,0
PR,LARANJAL,Feminicídio,1/4/2025,0
PR,LARANJAL,Feminicídio,1/5/2025,0
PR,LARANJAL,Feminicídio,1/6/2025,0
PR,LARANJAL,Feminicídio,1/7/2025,0
PR,LARANJAL,Feminicídio,1/8/2025,0
PR,LARANJAL,Feminicídio,1/9/2025,0
PR,LARANJAL,Feminicídio,1/10/2025,0
PR,LARANJAL,Feminicídio,1/11/2025,0
PR,LARANJAL,Feminicídio,1/12/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/1/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/2/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/3/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/4/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/5/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/6/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/7/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/8/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/9/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/10/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/11/2025,0
PR,LARANJAL,Tentativa de feminicídio,1/12/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/1/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/2/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/3/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/4/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/5/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/6/2025,1
PR,LARANJEIRAS DO SUL,Feminicídio,1/7/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/8/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/9/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/10/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/11/2025,0
PR,LARANJEIRAS DO SUL,Feminicídio,1/12/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/1/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/2/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/3/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/4/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/5/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/6/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/7/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/8/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/9/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/10/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/11/2025,0
PR,LARANJEIRAS DO SUL,Tentativa de feminicídio,1/12/2025,0
PR,LEÓPOLIS,Feminicídio,1/1/2025,0
PR,LEÓPOLIS,Feminicídio,1/2/2025,0
PR,LEÓPOLIS,Feminicídio,1/3/2025,0
PR,LEÓPOLIS,Feminicídio,1/4/2025,0
PR,LEÓPOLIS,Feminicídio,1/5/2025,0
PR,LEÓPOLIS,Feminicídio,1/6/2025,0
PR,LEÓPOLIS,Feminicídio,1/7/2025,0
PR,LEÓPOLIS,Feminicídio,1/8/2025,0
PR,LEÓPOLIS,Feminicídio,1/9/2025,0
PR,LEÓPOLIS,Feminicídio,1/10/2025,0
PR,LEÓPOLIS,Feminicídio,1/11/2025,0
PR,LEÓPOLIS,Feminicídio,1/12/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/1/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/2/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/3/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/4/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/5/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/6/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/7/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/8/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/9/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/10/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/11/2025,0
PR,LEÓPOLIS,Tentativa de feminicídio,1/12/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/1/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/2/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/3/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/4/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/5/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/6/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/7/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/8/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/9/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/10/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/11/2025,0
PR,LIDIANÓPOLIS,Feminicídio,1/12/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/1/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/2/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/3/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/4/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/5/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/6/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/7/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/8/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/9/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/10/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/11/2025,0
PR,LIDIANÓPOLIS,Tentativa de feminicídio,1/12/2025,0
PR,LINDOESTE,Feminicídio,1/1/2025,0
PR,LINDOESTE,Feminicídio,1/2/2025,0
PR,LINDOESTE,Feminicídio,1/3/2025,0
PR,LINDOESTE,Feminicídio,1/4/2025,0
PR,LINDOESTE,Feminicídio,1/5/2025,0
PR,LINDOESTE,Feminicídio,1/6/2025,0
PR,LINDOESTE,Feminicídio,1/7/2025,0
PR,LINDOESTE,Feminicídio,1/8/2025,0
PR,LINDOESTE,Feminicídio,1/9/2025,0
PR,LINDOESTE,Feminicídio,1/10/2025,0
PR,LINDOESTE,Feminicídio,1/11/2025,0
PR,LINDOESTE,Feminicídio,1/12/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/1/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/2/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/3/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/4/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/5/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/6/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/7/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/8/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/9/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/10/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/11/2025,0
PR,LINDOESTE,Tentativa de feminicídio,1/12/2025,0
PR,LOANDA,Feminicídio,1/1/2025,0
PR,LOANDA,Feminicídio,1/2/2025,0
PR,LOANDA,Feminicídio,1/3/2025,0
PR,LOANDA,Feminicídio,1/4/2025,0
PR,LOANDA,Feminicídio,1/5/2025,0
PR,LOANDA,Feminicídio,1/6/2025,0
PR,LOANDA,Feminicídio,1/7/2025,0
PR,LOANDA,Feminicídio,1/8/2025,0
PR,LOANDA,Feminicídio,1/9/2025,0
PR,LOANDA,Feminicídio,1/10/2025,0
PR,LOANDA,Feminicídio,1/11/2025,0
PR,LOANDA,Feminicídio,1/12/2025,0
PR,LOANDA,Tentativa de feminicídio,1/1/2025,0
PR,LOANDA,Tentativa de feminicídio,1/2/2025,0
PR,LOANDA,Tentativa de feminicídio,1/3/2025,0
PR,LOANDA,Tentativa de feminicídio,1/4/2025,0
PR,LOANDA,Tentativa de feminicídio,1/5/2025,0
PR,LOANDA,Tentativa de feminicídio,1/6/2025,0
PR,LOANDA,Tentativa de feminicídio,1/7/2025,0
PR,LOANDA,Tentativa de feminicídio,1/8/2025,1
PR,LOANDA,Tentativa de feminicídio,1/9/2025,0
PR,LOANDA,Tentativa de feminicídio,1/10/2025,0
PR,LOANDA,Tentativa de feminicídio,1/11/2025,0
PR,LOANDA,Tentativa de feminicídio,1/12/2025,0
PR,LOBATO,Feminicídio,1/1/2025,0
PR,LOBATO,Feminicídio,1/2/2025,0
PR,LOBATO,Feminicídio,1/3/2025,0
PR,LOBATO,Feminicídio,1/4/2025,0
PR,LOBATO,Feminicídio,1/5/2025,0
PR,LOBATO,Feminicídio,1/6/2025,0
PR,LOBATO,Feminicídio,1/7/2025,0
PR,LOBATO,Feminicídio,1/8/2025,0
PR,LOBATO,Feminicídio,1/9/2025,0
PR,LOBATO,Feminicídio,1/10/2025,0
PR,LOBATO,Feminicídio,1/11/2025,0
PR,LOBATO,Feminicídio,1/12/2025,0
PR,LOBATO,Tentativa de feminicídio,1/1/2025,0
PR,LOBATO,Tentativa de feminicídio,1/2/2025,0
PR,LOBATO,Tentativa de feminicídio,1/3/2025,0
PR,LOBATO,Tentativa de feminicídio,1/4/2025,0
PR,LOBATO,Tentativa de feminicídio,1/5/2025,0
PR,LOBATO,Tentativa de feminicídio,1/6/2025,0
PR,LOBATO,Tentativa de feminicídio,1/7/2025,0
PR,LOBATO,Tentativa de feminicídio,1/8/2025,0
PR,LOBATO,Tentativa de feminicídio,1/9/2025,0
PR,LOBATO,Tentativa de feminicídio,1/10/2025,0
PR,LOBATO,Tentativa de feminicídio,1/11/2025,0
PR,LOBATO,Tentativa de feminicídio,1/12/2025,0
PR,LONDRINA,Feminicídio,1/1/2025,0
PR,LONDRINA,Feminicídio,1/2/2025,0
PR,LONDRINA,Feminicídio,1/3/2025,0
PR,LONDRINA,Feminicídio,1/4/2025,0
PR,LONDRINA,Feminicídio,1/5/2025,0
PR,LONDRINA,Feminicídio,1/6/2025,0
PR,LONDRINA,Feminicídio,1/7/2025,0
PR,LONDRINA,Feminicídio,1/8/2025,0
PR,LONDRINA,Feminicídio,1/9/2025,1
PR,LONDRINA,Feminicídio,1/10/2025,0
PR,LONDRINA,Feminicídio,1/11/2025,0
PR,LONDRINA,Feminicídio,1/12/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/1/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/2/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/3/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/4/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/5/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/6/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/7/2025,1
PR,LONDRINA,Tentativa de feminicídio,1/8/2025,1
PR,LONDRINA,Tentativa de feminicídio,1/9/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/10/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/11/2025,0
PR,LONDRINA,Tentativa de feminicídio,1/12/2025,0
PR,LUIZIANA,Feminicídio,1/1/2025,0
PR,LUIZIANA,Feminicídio,1/2/2025,0
PR,LUIZIANA,Feminicídio,1/3/2025,0
PR,LUIZIANA,Feminicídio,1/4/2025,0
PR,LUIZIANA,Feminicídio,1/5/2025,0
PR,LUIZIANA,Feminicídio,1/6/2025,0
PR,LUIZIANA,Feminicídio,1/7/2025,0
PR,LUIZIANA,Feminicídio,1/8/2025,0
PR,LUIZIANA,Feminicídio,1/9/2025,0
PR,LUIZIANA,Feminicídio,1/10/2025,0
PR,LUIZIANA,Feminicídio,1/11/2025,0
PR,LUIZIANA,Feminicídio,1/12/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/1/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/2/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/3/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/4/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/5/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/6/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/7/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/8/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/9/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/10/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/11/2025,0
PR,LUIZIANA,Tentativa de feminicídio,1/12/2025,1
PR,LUNARDELLI,Feminicídio,1/1/2025,0
PR,LUNARDELLI,Feminicídio,1/2/2025,0
PR,LUNARDELLI,Feminicídio,1/3/2025,0
PR,LUNARDELLI,Feminicídio,1/4/2025,0
PR,LUNARDELLI,Feminicídio,1/5/2025,0
PR,LUNARDELLI,Feminicídio,1/6/2025,0
PR,LUNARDELLI,Feminicídio,1/7/2025,0
PR,LUNARDELLI,Feminicídio,1/8/2025,0
PR,LUNARDELLI,Feminicídio,1/9/2025,0
PR,LUNARDELLI,Feminicídio,1/10/2025,0
PR,LUNARDELLI,Feminicídio,1/11/2025,0
PR,LUNARDELLI,Feminicídio,1/12/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/1/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/2/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/3/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/4/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/5/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/6/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/7/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/8/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/9/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/10/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/11/2025,0
PR,LUNARDELLI,Tentativa de feminicídio,1/12/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/1/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/2/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/3/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/4/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/5/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/6/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/7/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/8/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/9/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/10/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/11/2025,0
PR,LUPIONÓPOLIS,Feminicídio,1/12/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/1/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/2/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/3/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/4/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/5/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/6/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/7/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/8/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/9/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/10/2025,1
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/11/2025,0
PR,LUPIONÓPOLIS,Tentativa de feminicídio,1/12/2025,0
PR,MALLET,Feminicídio,1/1/2025,0
PR,MALLET,Feminicídio,1/2/2025,0
PR,MALLET,Feminicídio,1/3/2025,0
PR,MALLET,Feminicídio,1/4/2025,0
PR,MALLET,Feminicídio,1/5/2025,0
PR,MALLET,Feminicídio,1/6/2025,0
PR,MALLET,Feminicídio,1/7/2025,0
PR,MALLET,Feminicídio,1/8/2025,0
PR,MALLET,Feminicídio,1/9/2025,0
PR,MALLET,Feminicídio,1/10/2025,0
PR,MALLET,Feminicídio,1/11/2025,0
PR,MALLET,Feminicídio,1/12/2025,0
PR,MALLET,Tentativa de feminicídio,1/1/2025,0
PR,MALLET,Tentativa de feminicídio,1/2/2025,0
PR,MALLET,Tentativa de feminicídio,1/3/2025,0
PR,MALLET,Tentativa de feminicídio,1/4/2025,0
PR,MALLET,Tentativa de feminicídio,1/5/2025,0
PR,MALLET,Tentativa de feminicídio,1/6/2025,0
PR,MALLET,Tentativa de feminicídio,1/7/2025,0
PR,MALLET,Tentativa de feminicídio,1/8/2025,0
PR,MALLET,Tentativa de feminicídio,1/9/2025,0
PR,MALLET,Tentativa de feminicídio,1/10/2025,0
PR,MALLET,Tentativa de feminicídio,1/11/2025,0
PR,MALLET,Tentativa de feminicídio,1/12/2025,0
PR,MAMBORÊ,Feminicídio,1/1/2025,0
PR,MAMBORÊ,Feminicídio,1/2/2025,0
PR,MAMBORÊ,Feminicídio,1/3/2025,0
PR,MAMBORÊ,Feminicídio,1/4/2025,0
PR,MAMBORÊ,Feminicídio,1/5/2025,0
PR,MAMBORÊ,Feminicídio,1/6/2025,0
PR,MAMBORÊ,Feminicídio,1/7/2025,0
PR,MAMBORÊ,Feminicídio,1/8/2025,0
PR,MAMBORÊ,Feminicídio,1/9/2025,0
PR,MAMBORÊ,Feminicídio,1/10/2025,0
PR,MAMBORÊ,Feminicídio,1/11/2025,0
PR,MAMBORÊ,Feminicídio,1/12/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/1/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/2/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/3/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/4/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/5/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/6/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/7/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/8/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/9/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/10/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/11/2025,0
PR,MAMBORÊ,Tentativa de feminicídio,1/12/2025,0
PR,MANDAGUARI,Feminicídio,1/1/2025,0
PR,MANDAGUARI,Feminicídio,1/2/2025,0
PR,MANDAGUARI,Feminicídio,1/3/2025,0
PR,MANDAGUARI,Feminicídio,1/4/2025,0
PR,MANDAGUARI,Feminicídio,1/5/2025,0
PR,MANDAGUARI,Feminicídio,1/6/2025,0
PR,MANDAGUARI,Feminicídio,1/7/2025,0
PR,MANDAGUARI,Feminicídio,1/8/2025,0
PR,MANDAGUARI,Feminicídio,1/9/2025,0
PR,MANDAGUARI,Feminicídio,1/10/2025,0
PR,MANDAGUARI,Feminicídio,1/11/2025,0
PR,MANDAGUARI,Feminicídio,1/12/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/1/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/2/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/3/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/4/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/5/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/6/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/7/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/8/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/9/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/10/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/11/2025,0
PR,MANDAGUARI,Tentativa de feminicídio,1/12/2025,0
PR,MANDAGUAÇU,Feminicídio,1/1/2025,0
PR,MANDAGUAÇU,Feminicídio,1/2/2025,0
PR,MANDAGUAÇU,Feminicídio,1/3/2025,0
PR,MANDAGUAÇU,Feminicídio,1/4/2025,0
PR,MANDAGUAÇU,Feminicídio,1/5/2025,0
PR,MANDAGUAÇU,Feminicídio,1/6/2025,0
PR,MANDAGUAÇU,Feminicídio,1/7/2025,0
PR,MANDAGUAÇU,Feminicídio,1/8/2025,0
PR,MANDAGUAÇU,Feminicídio,1/9/2025,0
PR,MANDAGUAÇU,Feminicídio,1/10/2025,0
PR,MANDAGUAÇU,Feminicídio,1/11/2025,0
PR,MANDAGUAÇU,Feminicídio,1/12/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/1/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/2/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/3/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/4/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/5/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/6/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/7/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/8/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/9/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/10/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/11/2025,0
PR,MANDAGUAÇU,Tentativa de feminicídio,1/12/2025,0
PR,MANDIRITUBA,Feminicídio,1/1/2025,0
PR,MANDIRITUBA,Feminicídio,1/2/2025,0
PR,MANDIRITUBA,Feminicídio,1/3/2025,0
PR,MANDIRITUBA,Feminicídio,1/4/2025,0
PR,MANDIRITUBA,Feminicídio,1/5/2025,1
PR,MANDIRITUBA,Feminicídio,1/6/2025,0
PR,MANDIRITUBA,Feminicídio,1/7/2025,0
PR,MANDIRITUBA,Feminicídio,1/8/2025,0
PR,MANDIRITUBA,Feminicídio,1/9/2025,0
PR,MANDIRITUBA,Feminicídio,1/10/2025,0
PR,MANDIRITUBA,Feminicídio,1/11/2025,0
PR,MANDIRITUBA,Feminicídio,1/12/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/1/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/2/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/3/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/4/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/5/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/6/2025,0
PR,MANDIRITUBA,Tentativa de feminicídio,1/7/2025,0
